avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
219,sales,1,0.724072005,6,,medium,0.180088506,Employed,4
128,sales,,,2,,low,0.479284071,Employed,3
264,support,,0.891814764,3,,medium,1,Employed,4
100,engineering,1,1,3,,low,0.563564394,Employed,4
209,support,,0.616846186,3,,low,0.509414198,Employed,2
134,product,,,4,,medium,0.863913819,Employed,3
152,engineering,,0.543765114,2,,low,0.395784581,Left,3
261,sales,,0.589508621,5,,medium,0.754832661,Employed,2
167,support,,0.621875183,3,,medium,0.870482212,Employed,3
111,engineering,,0.761481737,3,,medium,0.659573688,Employed,5
225,management,,0.827457917,4,,high,0.623953367,Employed,2
142,support,,0.515730359,2,,low,0.44175273,Left,3
260,sales,,0.846524837,4,,low,0.576912064,Employed,2
224,sales,1,0.968372576,4,,low,0.47258487,Employed,2
136,sales,1,0.513452933,3,,medium,0.305256847,Employed,2
152,product,,0.353553645,4,,high,0.216152849,Employed,5
132,engineering,,0.899375213,5,,medium,0.965412386,Employed,4
212,IT,,0.56498264,4,,low,0.542460821,Employed,3
238,sales,,0.812473642,3,,low,0.664192151,Employed,2
164,sales,,0.612592527,3,,low,0.730168209,Left,3
268,engineering,,0.588883744,5,,low,0.415384443,Employed,2
226,marketing,,0.508419473,5,,medium,0.605366678,Employed,4
214,product,1,0.581542984,3,,low,0.648266413,Employed,2
248,sales,,0.525022618,4,,low,0.802385046,Employed,3
229,,,,3,,low,0.99355388,Employed,3
254,sales,1,0.879353585,5,,low,0.426556627,Employed,5
160,sales,,0.431480985,2,,low,0.487963063,Left,3
146,sales,,0.892381713,3,,low,0.629231523,Employed,10
115,sales,,0.451970382,6,,low,0.453940685,Employed,3
180,finance,,0.601247789,3,,low,0.653393586,Employed,3
160,engineering,,0.47629005,2,,medium,0.437500718,Left,3
139,engineering,,,2,,low,0.452633259,Left,3
197,engineering,1,0.847021953,6,,medium,0.395366435,Employed,5
245,sales,,0.539722452,3,,low,0.810701964,Employed,3
261,engineering,1,1,5,,medium,0.893371739,Left,5
286,sales,,0.945090832,7,,low,0.079004256,Left,4
263,sales,,0.601333683,4,,medium,0.927009901,Employed,3
206,product,1,0.522484483,3,,medium,0.700359103,Employed,3
168,engineering,,0.9100317,4,,medium,0.805269169,Employed,6
178,support,,0.789692405,3,,low,0.793217673,Employed,3
135,management,,,5,,low,0.647549722,Employed,2
287,sales,,0.875467903,7,,low,0.141688292,Left,4
254,procurement,1,0.957696097,7,,medium,0.112466784,Left,4
138,marketing,,0.876313254,3,,medium,0.669370085,Employed,3
270,sales,,0.708473901,4,,low,0.516700486,Employed,3
266,support,1,0.729483955,4,,low,0.731317178,Employed,2
264,engineering,,0.808417189,7,,medium,0.146469203,Left,4
269,engineering,,0.809702077,4,,medium,0.598980139,Employed,2
169,support,,0.720441477,2,,low,0.937960776,Employed,4
157,sales,,0.5579335,4,,low,0.749353603,Employed,3
128,support,,0.513403095,3,,medium,0.41032678,Employed,3
183,,,0.968560021,4,,low,0.613920774,Employed,2
225,,,0.908139171,4,,low,0.779969936,Employed,2
265,support,,0.738551745,3,,medium,0.512817632,Employed,3
146,support,,0.366484603,2,,medium,0.433294539,Employed,2
165,,1,0.862718904,3,,medium,1,Employed,2
300,admin,1,0.80356284,6,,low,0.13597786,Left,4
194,product,,0.868622321,3,,low,0.79581846,Employed,3
283,sales,,0.737521241,4,,high,0.928558432,Employed,7
138,finance,,0.574701204,2,,low,0.397353501,Left,3
166,engineering,,0.893889755,3,,low,0.719583377,Employed,5
235,admin,,0.737790226,4,,high,0.762789659,Employed,3
257,finance,,0.983486659,5,,medium,0.85416732,Left,5
243,sales,,0.849996896,4,,medium,0.869886179,Left,5
124,temp,,,2,,medium,,Employed,
252,engineering,,0.735935889,3,,high,0.601323986,Employed,3
294,finance,,0.64951706,6,,low,0.111861205,Left,4
226,sales,,0.926195367,3,,low,0.875358127,Employed,3
165,IT,,0.91773835,2,,medium,0.391284145,Employed,3
142,sales,,0.541132723,2,,low,0.47695726,Left,3
256,support,,0.493748537,3,,high,0.895539682,Employed,2
165,engineering,,0.736860188,3,,high,0.857109415,Employed,3
269,engineering,,,3,,medium,0.838066149,Employed,2
272,support,,0.660628879,5,,medium,0.787979606,Employed,3
156,support,,0.705229959,3,,medium,0.715265455,Employed,3
150,IT,,0.740133614,4,,low,0.85965532,Employed,2
240,information_technology,,0.568549888,6,,low,0.144745472,Employed,6
206,,,0.891595017,4,,medium,0.755069956,Left,4
157,marketing,,0.483901659,2,,medium,0.471042375,Left,3
241,sales,,0.783237344,2,,medium,0.944772934,Employed,3
144,engineering,,0.943852687,3,,medium,0.580407616,Employed,2
249,sales,,1,4,,medium,0.627388756,Employed,3
180,sales,,0.70345805,2,,high,0.557515102,Employed,2
136,engineering,,,2,,low,0.387381934,Left,3
186,product,,0.768599633,4,,low,0.646528198,Employed,2
137,sales,,0.415349511,3,,low,0.544782846,Employed,4
273,engineering,,0.678012902,4,,low,0.843455484,Employed,3
235,engineering,,0.918020635,4,,low,0.919425554,Left,5
183,support,,0.648326301,3,,low,0.710762194,Employed,4
202,,,0.886013524,3,,low,0.461076077,Employed,4
134,support,,0.557834676,2,,low,0.407699883,Left,3
211,engineering,,0.535487189,3,,medium,0.90699107,Employed,2
237,IT,,0.952933839,4,,medium,0.164300016,Employed,5
227,sales,,0.617831168,4,1,high,0.782287884,Employed,2
268,engineering,,0.887862569,4,,medium,0.724867913,Employed,3
250,product,1,0.935054594,4,,high,0.974680292,Employed,2
140,support,,0.608283613,5,,high,0.557196976,Employed,3
142,marketing,,0.883870247,3,,low,0.830248859,Employed,3
167,sales,,0.388746395,2,,low,0.203111435,Employed,3
133,engineering,,0.617262738,5,,medium,1,Employed,3
179,engineering,,0.541556351,4,,low,0.662469392,Employed,3
236,engineering,1,,4,,low,0.750515113,Employed,3
248,engineering,,0.678185435,5,,medium,0.973557914,Employed,3
154,engineering,,0.755201126,4,,medium,0.138555146,Employed,4
200,marketing,,0.854292666,4,,low,0.725923151,Employed,2
209,sales,,0.84770979,3,,high,0.646548643,Employed,3
271,engineering,,0.866942919,3,,medium,0.786627901,Employed,2
173,marketing,,0.871834097,4,,high,1,Employed,3
212,sales,,0.570610799,4,,low,0.909542987,Employed,3
267,management,,0.873905236,7,,medium,0.153181749,Left,4
269,support,,0.865489929,4,,low,0.905811283,Left,5
285,engineering,,0.93679124,7,,low,0.147601011,Left,4
226,engineering,,0.73612234,2,,low,0.827657605,Employed,3
188,product,,0.607582028,5,,medium,0.8110303,Employed,3
254,admin,1,0.971611297,7,,medium,0.155280186,Left,4
246,marketing,,0.681427089,5,,medium,0.927140237,Employed,3
261,sales,,0.928934235,3,,low,0.723361666,Employed,3
127,support,,0.571934782,2,,low,0.422021928,Left,3
212,sales,1,0.846528289,4,,medium,0.769478295,Employed,2
275,finance,,0.919001767,4,,low,0.496670814,Employed,5
236,product,,0.84662635,5,,low,0.715982183,Left,6
201,sales,,0.63628041,4,,medium,0.572225923,Employed,3
157,engineering,,0.96035792,3,,medium,0.735031178,Employed,4
111,admin,,0.573947946,3,,medium,0.437869596,Employed,4
145,,,0.615786845,3,,medium,0.684902223,Employed,3
152,IT,,0.572319409,2,,medium,0.407702972,Left,3
173,finance,,0.920552159,5,,medium,0.948914584,Employed,4
185,sales,1,0.478007655,4,,high,0.912022856,Employed,3
286,marketing,,0.453338381,2,,low,0.757185666,Employed,7
132,sales,,0.49057505,2,,medium,0.365510063,Left,3
255,engineering,,0.729690755,5,,low,0.673427426,Employed,6
144,management,,0.448883196,2,,low,0.408768371,Left,3
210,support,,,3,,medium,0.536447944,Employed,2
170,support,,0.83878923,3,,low,0.704757561,Employed,4
186,engineering,,,6,,low,0.352689784,Employed,2
275,product,,0.810431286,5,,medium,0.148131541,Left,4
104,engineering,,,2,,high,0.363436169,Employed,2
208,support,,0.673669538,3,,low,0.899974795,Employed,2
139,marketing,,0.735023999,4,,low,0.989127149,Employed,3
188,sales,,0.674473069,2,,medium,0.559630932,Employed,4
181,support,1,0.682586567,5,,medium,0.19442217,Employed,4
179,sales,,0.620920175,3,,high,0.558896582,Employed,3
258,sales,1,0.469289165,4,,low,0.794409041,Employed,4
147,sales,,,2,,low,0.442803578,Left,3
134,sales,,0.798950854,3,,medium,0.837998843,Employed,4
145,engineering,1,0.491537261,3,,low,0.593914195,Employed,2
164,IT,,1,3,,medium,0.578409708,Employed,4
165,engineering,,0.746746658,3,,high,0.787486751,Employed,3
268,engineering,,0.907859161,5,,medium,0.856397255,Left,5
133,sales,,,5,,medium,0.682682095,Employed,2
159,sales,,0.697971144,4,,low,0.556800642,Employed,3
245,,1,0.823525171,3,,low,0.654741784,Employed,2
136,engineering,,0.378957178,2,,high,0.451731493,Employed,3
277,engineering,,0.444100223,5,,medium,0.251198222,Employed,6
181,engineering,,0.811900602,4,,low,0.810946088,Employed,3
164,marketing,1,0.878816535,6,,low,0.403090358,Employed,4
135,support,1,0.444287914,2,,high,0.359086716,Employed,3
247,engineering,,0.538780296,5,,low,0.961290975,Employed,3
130,product,1,0.56150333,2,,low,0.445383784,Left,3
190,support,,0.529007746,3,,low,0.399835886,Employed,4
135,admin,,,3,,low,0.890162307,Employed,3
215,engineering,,0.759551912,3,,low,1,Employed,3
232,engineering,1,,4,,medium,0.462806433,Employed,3
237,sales,,0.89137844,5,,medium,0.954291614,Left,5
224,sales,,0.726685591,4,1,medium,0.84784182,Employed,3
229,,,0.601776579,5,,medium,0.622470404,Employed,2
271,sales,,1,6,,low,0.142533342,Left,4
156,,,0.459834134,2,,medium,0.467125644,Left,3
266,sales,,0.946963003,3,,medium,0.603675883,Employed,3
132,management,1,0.830583845,5,,high,0.797681259,Employed,2
226,sales,,0.880569588,4,,low,0.798884462,Left,5
151,product,,,5,,medium,0.969616693,Employed,3
269,sales,,0.798684137,5,,low,1,Employed,3
117,temp,,,1,,low,,Employed,
185,IT,1,0.85279642,4,,medium,0.814823385,Employed,3
147,IT,1,0.697269805,5,,medium,0.78814431,Employed,4
226,support,,0.959079602,3,,medium,0.869231563,Employed,3
210,engineering,,,4,,medium,0.964755851,Employed,3
144,engineering,,0.562262863,2,,low,0.350535208,Left,3
172,finance,,0.736628021,5,1,high,0.831897916,Employed,2
230,support,,0.568175016,5,,medium,0.871948091,Employed,3
170,engineering,,0.592603238,5,,medium,0.671977589,Employed,3
187,engineering,1,0.739512795,3,,medium,0.820918117,Employed,3
203,engineering,,0.538091362,2,,low,0.655975153,Employed,4
260,,,0.818846036,6,,medium,0.162158931,Left,4
209,sales,,0.787565314,3,,low,0.665533574,Employed,2
288,sales,,0.826638639,6,,medium,0.099450287,Left,4
143,support,,,2,,medium,0.423030552,Left,3
283,engineering,1,0.849420314,6,,low,0.1198813,Left,4
237,sales,,0.704443696,3,,low,0.561841244,Employed,4
259,engineering,,0.940506301,3,,low,0.871414225,Employed,4
130,IT,,0.529985426,2,,low,0.422536961,Left,3
178,support,1,0.591585616,4,,low,0.847847896,Employed,2
239,product,1,,4,,low,0.800481878,Employed,3
224,finance,,0.760261978,3,,low,0.779555776,Employed,2
291,product,,0.885667678,6,,low,0.157136479,Left,4
184,sales,,,5,,medium,0.564985385,Employed,3
143,engineering,,0.465361793,2,,high,0.338598403,Employed,3
191,product,,0.520332627,3,,high,0.399491343,Employed,3
224,sales,,0.567061611,3,,high,0.619306877,Employed,2
257,engineering,1,,4,,low,0.930248248,Employed,3
271,sales,,0.74041562,6,,medium,0.329955371,Employed,10
171,sales,,0.611020983,3,,medium,0.84261175,Employed,3
191,management,,0.421013888,5,,medium,0.31388716,Employed,5
130,sales,,0.508766388,2,,low,0.461717037,Left,3
167,engineering,,0.622776662,5,,medium,0.960242869,Employed,3
196,support,,0.6389076,5,,low,0.938322891,Employed,3
169,support,1,0.606175883,3,,medium,0.678502046,Employed,2
243,finance,,0.896780119,2,,high,0.533450138,Employed,3
145,,,0.86923631,5,,medium,0.859049165,Employed,6
270,engineering,,0.717903338,5,,high,0.895921356,Employed,2
204,product,1,0.808009245,3,,medium,0.732236239,Employed,2
130,sales,,0.498587083,2,,low,0.376575145,Left,3
256,marketing,,0.973340562,7,,medium,0.132679629,Left,4
133,marketing,,0.92627987,3,,low,0.672127866,Employed,3
108,engineering,,0.818685764,2,,high,0.464310973,Employed,5
194,procurement,1,0.493802071,6,,medium,0.278757525,Employed,4
267,support,,0.538419585,4,,medium,0.575336046,Employed,4
180,sales,,0.871248295,2,,medium,0.740529607,Employed,6
157,marketing,,0.91417881,4,,low,0.622465878,Employed,7
261,sales,,0.842299695,5,,low,0.812613444,Left,5
225,sales,,0.541116883,3,,medium,0.735344209,Employed,3
156,sales,,0.50879016,2,,low,0.487553046,Left,3
216,sales,,0.526889487,4,,medium,0.794362332,Employed,3
159,product,,0.471357367,3,,low,0.596609184,Employed,4
136,support,,0.662638477,4,,medium,0.574946277,Employed,2
270,IT,,0.857979973,4,,medium,0.9720388,Employed,3
225,,1,0.956057719,4,,medium,0.612414898,Employed,2
225,sales,,0.596024266,6,,low,0.291891222,Employed,6
129,management,,0.662505867,3,1,high,0.927677942,Employed,3
154,support,1,0.419872307,2,,medium,0.427513978,Left,3
222,sales,,0.679426156,4,,medium,0.822728296,Employed,2
265,IT,,0.687439056,5,,medium,0.625876826,Employed,3
168,,,0.738411033,5,,low,0.882957194,Employed,3
254,engineering,,0.700960621,4,,low,0.722819633,Employed,3
273,sales,1,,3,,medium,0.990398366,Employed,2
134,admin,,0.498472561,2,,medium,0.489503929,Left,3
187,,1,0.92630635,3,,medium,0.850708215,Employed,3
156,,,0.856850409,4,,medium,0.772643614,Employed,4
306,marketing,,0.964791672,7,,low,0.077018139,Left,4
147,engineering,,0.93672162,4,,low,0.84092478,Employed,2
125,sales,,0.404723746,3,,medium,0.477601617,Employed,7
132,sales,,0.788961864,3,,medium,0.801016701,Employed,4
140,,,,2,,medium,0.528856689,Employed,3
234,sales,,0.470411759,3,,low,0.811233934,Employed,3
191,product,,0.553291052,4,,low,0.57183187,Employed,4
142,marketing,,0.464011067,2,,low,0.465992154,Left,3
223,support,1,0.733270894,5,,medium,1,Employed,2
228,support,,0.62789004,4,,low,0.910681681,Employed,4
246,engineering,,0.891212624,4,,medium,0.656360556,Employed,3
177,IT,1,,2,,medium,0.526596254,Employed,3
164,engineering,,0.483240493,3,,high,0.93572346,Employed,3
285,support,,0.970986864,6,,medium,0.0515151,Left,4
226,engineering,,0.640740991,5,,low,0.871676914,Employed,2
203,marketing,1,0.542459631,3,,medium,0.731296266,Employed,2
243,sales,1,,3,,medium,0.561833709,Employed,3
220,support,1,,3,,low,0.903320597,Employed,3
109,support,,0.787796102,4,,medium,0.838132612,Employed,2
237,,,0.968338365,6,,medium,0.25196154,Employed,5
168,support,,0.602739964,3,,medium,0.87071949,Employed,2
264,engineering,,0.809566052,7,,medium,0.107495353,Left,4
171,sales,1,0.931204712,5,,low,0.554119926,Employed,3
263,IT,,0.822846343,4,,low,0.870474407,Employed,3
242,sales,,0.857184079,4,,low,0.796066516,Left,6
191,support,,0.544961308,3,,low,0.949749773,Employed,3
243,engineering,,0.717852593,4,,medium,0.729910462,Employed,3
238,,,0.445023543,2,,low,0.099544253,Employed,3
131,marketing,,0.494370681,2,,low,0.392740672,Left,3
171,support,1,0.983023363,6,,medium,0.373397323,Employed,5
145,engineering,,0.501823102,2,,low,0.429029092,Left,3
251,sales,,0.640964428,3,,low,0.863458901,Employed,2
126,support,,0.453906286,2,,medium,0.366327422,Left,3
181,finance,,0.715061577,3,,medium,0.441095295,Employed,3
127,IT,,0.482435467,2,,medium,0.411195033,Left,3
179,product,1,0.855266943,3,,low,0.781361713,Employed,2
194,sales,,0.891559774,4,,low,0.120413304,Employed,4
153,engineering,,0.972323061,6,,medium,0.85903114,Employed,6
145,engineering,,0.448102959,2,,medium,0.413376192,Left,3
174,support,,0.549152607,3,,medium,0.955168778,Employed,3
127,IT,,,2,,low,0.373561236,Left,3
269,sales,,0.784764042,5,,medium,0.663671009,Employed,2
176,engineering,,0.746878154,3,,low,0.8281881,Employed,3
131,support,,0.747806142,5,,low,0.715227915,Employed,8
269,sales,,1,5,,medium,0.907777172,Left,5
236,,,0.664039761,3,,high,0.925594574,Employed,2
151,sales,,0.547335858,2,,low,0.401572336,Left,3
203,sales,,0.885591729,4,,low,0.930130236,Employed,2
131,support,,0.470727928,5,,low,0.848364077,Employed,6
210,sales,,0.615539588,3,,low,0.611519724,Employed,2
136,product,,0.571560399,2,,medium,0.424646828,Left,3
149,sales,,0.500519114,2,,low,0.410392618,Left,3
208,support,,0.867729501,3,,medium,0.611866128,Employed,2
143,sales,,0.824315162,4,,medium,0.583508898,Employed,4
191,marketing,,0.546500568,3,,medium,0.737498493,Employed,4
271,sales,,0.95330276,2,,medium,0.237008061,Employed,4
257,finance,,0.994388899,4,,medium,0.796931845,Left,5
169,sales,,0.84176062,4,,low,0.938491024,Employed,4
173,marketing,1,,3,,high,0.748921531,Employed,3
224,support,1,0.501711473,4,,low,0.713697029,Employed,4
206,engineering,,0.880455347,3,,medium,0.495225926,Employed,3
159,sales,1,0.70318082,4,,medium,0.835045932,Employed,3
218,marketing,,0.998157032,4,,low,0.968902614,Employed,2
189,information_technology,,0.939585213,4,,medium,0.940304122,Employed,3
146,support,,0.698874482,2,,medium,0.363167463,Employed,3
199,sales,1,0.774029979,5,,medium,0.984957065,Employed,10
247,engineering,1,,3,,low,0.717032239,Employed,2
151,finance,,0.499076091,2,,medium,0.506377031,Left,3
160,sales,,0.996708948,4,,low,0.587481682,Employed,3
245,management,,0.606191001,5,,medium,0.74568201,Employed,2
234,sales,,0.895380255,4,,low,0.794657585,Left,5
98,sales,,0.842615738,4,,low,0.795832539,Employed,4
172,sales,,0.717587074,2,,low,0.432211532,Employed,2
205,sales,,0.944675102,3,,medium,0.985998675,Employed,3
250,sales,,0.89488633,6,,low,0.110207135,Left,4
129,finance,,0.680879923,3,,medium,0.737479877,Employed,3
170,product,,,5,,low,0.797317491,Employed,3
234,sales,1,0.932244157,5,,medium,0.754756391,Employed,6
135,sales,,0.529527424,2,,low,0.348604225,Left,5
150,management,,0.660532107,4,1,high,0.758022946,Employed,3
221,engineering,1,0.825080982,3,,medium,0.898775836,Employed,3
147,product,,0.507036265,2,,medium,0.354395372,Left,3
205,product,1,0.5805314,2,,medium,0.932793205,Employed,4
141,sales,1,0.463874653,6,,low,0.891030337,Employed,2
242,sales,,0.974327203,5,,low,0.871437196,Left,5
197,sales,,0.415583487,3,,medium,0.409754207,Employed,2
251,sales,,,5,,medium,0.78427647,Employed,3
146,engineering,,0.912452913,4,,medium,0.70023716,Employed,2
287,sales,,0.806159966,5,,low,0.097657828,Left,4
184,marketing,,0.708033554,3,,low,0.279839403,Employed,2
153,engineering,1,0.4894585,2,,medium,0.514080356,Left,3
149,sales,,,4,,low,0.792833617,Employed,2
237,IT,,0.972116183,4,,medium,0.238100482,Employed,5
240,sales,,0.578060883,3,1,low,0.811484352,Employed,6
266,IT,1,0.557537901,4,,medium,0.663452825,Employed,3
258,sales,,0.81962255,3,,low,0.561286729,Employed,2
180,IT,,0.756055485,4,,low,0.536070655,Employed,3
273,engineering,,0.840042522,3,,medium,0.847050971,Employed,3
235,sales,,0.923173232,5,,low,0.820006121,Employed,4
266,engineering,1,,4,,medium,0.726433715,Employed,3
256,engineering,,0.923619126,6,,medium,0.065326923,Left,4
257,sales,,,6,,medium,0.163593842,Employed,3
128,support,,0.527055517,2,,low,0.39427524,Left,3
187,sales,1,0.920583262,3,,medium,0.487897994,Employed,4
189,information_technology,,0.52369413,3,,medium,0.595938027,Employed,3
232,finance,1,0.927203261,5,,medium,0.902979137,Left,5
267,information_technology,,0.590383623,3,,low,1,Employed,2
246,support,,0.915474441,3,,low,0.92847473,Employed,4
259,admin,,0.898386006,5,,low,0.702845967,Left,5
221,support,,1,5,,low,0.865063193,Left,5
102,management,,0.589821293,2,1,medium,0.540343007,Employed,7
153,engineering,,0.532089532,2,,medium,0.466166495,Left,3
168,product,,0.543240541,5,,medium,0.438976599,Employed,4
247,sales,,0.834994671,6,,medium,0.076615134,Left,4
144,engineering,1,0.717728647,2,,low,0.934488157,Employed,4
135,finance,,0.702249992,4,,medium,0.674538229,Employed,2
240,marketing,,0.556492421,3,,medium,0.700785553,Employed,3
258,sales,,0.881851894,5,1,medium,0.763422321,Employed,3
232,sales,,0.931349342,3,,medium,0.183331322,Employed,5
218,support,,0.907248328,3,,medium,0.781484246,Employed,3
224,engineering,,0.501708332,4,,low,0.651774748,Employed,2
175,IT,,0.810868104,2,,low,0.269588042,Employed,5
252,finance,,0.615215159,4,,medium,0.390734443,Employed,6
161,support,,0.563415716,3,,medium,0.834642938,Employed,3
266,information_technology,,0.816479681,4,,low,0.333690522,Employed,4
145,sales,1,0.615153061,4,,low,0.623924969,Employed,3
242,sales,,0.88207347,5,,low,0.909925279,Left,5
154,IT,,0.748309507,4,,medium,0.683743557,Employed,3
263,support,,0.628969967,3,,low,0.676433581,Employed,3
157,sales,,0.501788825,2,,medium,0.596397801,Employed,2
121,engineering,,0.45088167,3,,medium,0.443377257,Employed,3
157,sales,,0.479253275,2,,low,0.367386818,Left,3
192,sales,1,0.521669466,3,,low,0.708699558,Employed,3
178,admin,1,0.446927899,5,,medium,0.910356752,Employed,2
238,support,,0.853971778,4,,low,0.730791615,Employed,2
134,engineering,,0.402460141,2,,medium,0.443016984,Left,3
170,IT,,0.806148599,5,,high,0.970310049,Employed,4
139,sales,,0.692308166,3,,medium,0.873401093,Employed,2
150,support,,0.8382032,3,,low,0.890768175,Employed,2
152,engineering,,0.601286538,4,,medium,0.992769926,Employed,2
249,engineering,,0.843549397,6,,medium,0.154456568,Left,4
134,sales,,0.832442253,3,,medium,0.774818402,Employed,3
174,product,,0.655958973,4,,low,0.873827365,Employed,2
192,finance,,0.772394269,4,,low,0.666747687,Employed,3
191,engineering,1,0.74004291,3,,low,0.590475879,Employed,5
194,,,,4,,low,0.616815993,Employed,3
236,sales,,0.958999798,5,,medium,0.822484646,Left,5
275,IT,,0.915746802,4,,medium,0.789128954,Employed,3
157,support,,0.785887383,3,,medium,0.889749701,Employed,4
189,sales,,0.704249298,3,,low,0.709820002,Employed,3
263,engineering,,1,4,,medium,0.866391098,Left,6
186,product,,,4,,low,0.563967033,Employed,2
198,IT,,0.498649209,3,,medium,0.871225533,Employed,4
257,support,1,0.581388242,2,,low,0.294888582,Employed,6
252,engineering,,0.726056987,3,,high,0.579906973,Employed,3
269,sales,,0.669582008,3,,low,0.885764662,Employed,2
137,,,0.492202497,5,,medium,0.959000655,Employed,3
131,sales,,0.527835779,2,,medium,0.418905016,Left,3
162,engineering,,0.69084514,3,,low,0.614432578,Employed,2
191,IT,,0.699983229,3,,low,0.968452545,Employed,3
135,IT,,0.474357867,2,,low,0.353165313,Left,3
154,engineering,,0.604504579,2,,low,0.39578879,Left,3
202,sales,,0.899132855,3,,medium,0.545914442,Employed,2
219,,1,0.9707082,4,,low,0.651049361,Employed,4
239,engineering,,0.842706498,4,,medium,0.863935964,Employed,3
187,product,1,0.798041341,5,,low,0.558748557,Employed,3
196,management,,0.740541501,4,,low,0.173670513,Employed,3
145,product,,0.465150251,2,,medium,0.417779978,Left,3
274,sales,,0.71134334,4,,medium,0.866010573,Employed,4
238,IT,,0.999145059,5,,low,0.712778708,Left,5
273,support,,0.723119727,4,,high,0.650869632,Employed,2
160,support,1,,4,,medium,0.864662972,Employed,2
244,support,,,3,,low,0.998137068,Employed,3
204,sales,,0.726729381,4,,low,0.968978324,Employed,2
287,sales,,0.792823742,4,,medium,0.177936498,Employed,6
275,sales,,0.753602438,3,,low,0.695387907,Employed,3
234,procurement,1,0.919909796,4,,medium,0.704137853,Employed,3
270,sales,,0.873146925,3,,medium,0.952457808,Employed,3
236,procurement,1,0.719805714,3,,low,0.771476766,Employed,3
187,sales,,0.661856445,5,,medium,0.771271962,Employed,2
145,sales,,0.843802239,4,,low,0.486314989,Employed,3
156,IT,,0.537323633,2,,low,0.356860014,Left,3
169,sales,,0.823504281,5,,low,0.901527361,Employed,4
198,product,1,0.685658106,3,,low,0.864633653,Employed,3
164,sales,,0.695768503,3,,low,0.643962005,Employed,2
248,product,,0.951697612,5,,medium,0.919497897,Left,5
248,sales,,0.449858755,3,,low,0.705432692,Employed,3
104,sales,1,0.621812747,4,,medium,0.341758946,Employed,7
174,finance,,,4,,low,0.563309699,Employed,3
226,engineering,,0.631623976,5,,low,0.718114384,Employed,3
165,,1,,3,,medium,1,Employed,2
254,engineering,1,0.778574545,3,,medium,0.619212215,Employed,3
274,sales,,0.732871037,6,,low,0.668502891,Employed,5
134,,,0.465302251,2,,medium,0.472801237,Left,3
260,sales,,0.903312626,4,,medium,0.626795461,Employed,2
250,sales,1,0.70327973,5,,medium,0.790243067,Employed,3
102,finance,,1,3,,medium,0.723165818,Employed,3
229,sales,,0.581645579,4,,low,0.503912368,Employed,4
257,support,,0.805620047,4,,low,0.581488013,Employed,2
153,sales,,0.890342532,5,,low,0.79648482,Employed,2
230,sales,,0.58183649,5,,medium,1,Employed,2
134,information_technology,,0.53976452,2,,medium,0.511879107,Left,3
239,engineering,,0.533621363,5,,low,0.696880094,Employed,3
146,support,1,,5,,high,0.828799766,Employed,3
237,engineering,,0.488412558,3,,medium,0.857809549,Employed,2
266,IT,,0.868164949,6,,low,0.125679308,Left,4
262,engineering,,0.576345191,3,,low,0.90091401,Employed,3
185,,,0.883993632,4,,low,0.167428421,Employed,5
150,support,,0.469751537,2,,low,0.475490833,Left,3
168,engineering,,0.738078341,2,,low,0.80065028,Employed,2
115,support,,0.524902982,4,,medium,0.12447868,Employed,4
199,sales,1,0.831442985,5,,medium,0.238358859,Employed,5
173,IT,,0.787912601,5,,high,0.120154427,Employed,4
192,support,,0.664055532,3,,low,0.466036167,Employed,3
145,engineering,,0.517109799,2,,low,0.517683542,Left,3
167,,,0.880052741,5,,low,0.682140165,Employed,3
169,sales,,0.937096914,3,,high,0.801556727,Employed,3
136,support,,1,6,,low,0.523956267,Left,3
148,engineering,,0.592524386,3,,medium,0.78587767,Employed,4
146,product,,0.579102668,3,,low,0.791127883,Employed,2
112,finance,,0.820825009,4,,medium,0.614657873,Employed,6
208,sales,,0.613457737,3,,medium,0.941602758,Employed,4
164,management,1,0.508427283,4,,low,0.789433447,Employed,2
142,finance,,0.553922232,2,,low,0.395619762,Left,3
139,,1,0.700977832,3,,medium,0.87765963,Employed,5
130,engineering,,0.537826607,2,,low,0.363487401,Left,3
210,marketing,,0.523527224,3,,medium,0.354160776,Employed,6
209,sales,,0.911657934,4,,medium,0.754105589,Employed,3
263,sales,,0.830845823,2,,medium,0.938876793,Employed,4
263,IT,1,0.685889773,5,,medium,0.659410972,Employed,2
156,sales,,0.494835348,2,,low,0.354223804,Left,3
274,sales,,0.549973953,2,,low,0.765397028,Left,4
151,support,,0.958815375,5,,low,0.38216754,Employed,3
136,sales,,,3,,medium,0.551662607,Employed,3
248,engineering,,0.727921089,3,,medium,0.557256282,Employed,2
162,support,1,0.677665318,2,,medium,0.825290833,Employed,4
160,sales,,,2,,low,0.35401177,Left,3
158,marketing,,0.934585622,5,,medium,0.782867607,Employed,2
134,support,1,0.9690404,4,,medium,0.902645011,Employed,5
223,support,,,5,,low,0.978002576,Employed,3
141,sales,,0.576236113,5,1,high,0.97107387,Employed,3
239,management,,0.960706569,4,,low,0.604581716,Employed,4
201,support,1,0.722008759,3,,medium,0.811143074,Employed,6
233,engineering,,,5,,medium,0.615869482,Employed,3
182,engineering,,0.724539257,3,,low,0.875162666,Left,4
224,finance,1,0.661723045,5,,medium,0.338321152,Employed,4
